x,y,Bio1WHStnd,Bio12WHStnd
-79.5833281,42.41667201,-0.144448605,-0.000769009
-89.91666197,43.91667209,-0.302961451,-0.264948857
-74.74999451,-7.749997275,1.184040011,1.027689283
-40.08332604,-11.91666416,0.912303703,-0.407483101
-65.41666069,55.25000601,-1.193652683,-0.412398075
-133.2499976,59.41667289,-0.944561067,-0.704839023
-108.2499963,52.75000588,-0.687921221,-0.806824732
-86.58332846,52.91667256,-0.97475399,-0.479978966
-68.91666087,-12.58333086,1.108557703,1.313986514
-118.9166635,46.25000554,0.066901856,-0.972705101
-54.24999344,-33.74999863,0.451861626,0.208117382
-69.24999422,48.08333897,-0.58224599,-0.091696027
-90.74999535,47.75000562,-0.567149529,-0.360790849
-84.74999503,40.58333858,-0.053869836,-0.146989483
-111.2499964,71.91667355,-2.084343914,-1.128755523
-133.5833309,61.58333967,-1.140815067,-0.885464314
-104.9166628,33.41667154,0.285800549,-0.87686311
-76.41666126,71.75000687,-1.963572222,-1.01448238
-47.24999308,-23.91666478,0.512247472,0.952735931
-99.74999581,48.41667232,-0.544504836,-0.731871379
-91.24999537,49.41667237,-0.748307067,-0.339902209
-73.08332776,-12.74999754,0.753790857,0.362939061
-95.0833289,35.75000499,0.353734626,0.118419108
-55.74999352,1.41666987,1.123654165,1.193569653
-71.24999433,81.08334069,-2.310790837,-1.04274348
-67.74999415,-48.74999941,-0.09161099,-0.977620075
-65.58332737,6.583336806,1.040623626,1.629773588
-57.41666027,-23.91666478,0.934948395,0.278155761
-83.74999498,70.41667347,-1.872993452,-1.010796149
-68.0833275,-21.91666468,-0.642631836,-1.200022645
-71.24999433,-52.2499996,-0.38599199,-0.887921801
-98.41666241,26.9166712,0.88211078,-0.54141614
-117.0833301,32.91667151,0.474506318,-0.858431958
-116.4166634,72.2500069,-1.956023991,-1.104180654
-69.08332755,18.41667076,1.138750626,0.222862304
-64.58332731,0.750003168,1.206684703,1.905012127
-109.7499963,63.58333978,-1.548419529,-0.924784106
-172.5833329,60.41667295,-0.921916375,-0.507011323
-74.74999451,44.75000546,-0.348250836,-0.135930792
-61.58332716,0.250003142,1.236877626,1.375423688
-115.7499966,35.25000497,0.436765164,-1.036599762
-58.24999365,-27.24999829,0.836821395,0.319933039
-134.9166643,63.58333978,-1.216297375,-0.874405623
-70.91666098,55.08333934,-1.216297375,-0.390280692
-46.08332635,-11.41666413,0.965141318,0.447722361
-84.24999501,38.75000515,0.066901856,0.091386752
-69.91666093,9.583336962,0.655663857,0.222862304
-60.91666046,-18.58333117,1.055720088,-0.307954879
-115.58333,33.41667154,0.791532011,-1.136127984
-65.08332734,-28.41666502,0.68585678,-0.59425211
-68.58332752,-43.08333245,-0.09161099,-1.053802171
-113.4166632,39.91667188,-0.016128682,-1.040285993
-100.2499958,76.41667378,-2.250404991,-1.13121301
-116.7499967,73.25000695,-2.039054529,-1.110324371
-64.91666066,-26.91666494,0.68585678,-0.236687757
-104.4166627,55.25000601,-0.899271683,-0.645859336
-110.416663,67.25000664,-1.842800529,-1.04642971
-64.74999399,-32.41666523,0.255607626,-0.427142996
-115.2499966,69.25000674,-1.767318221,-1.053802171
-130.0833307,60.58333962,-1.140815067,-0.611454518
-97.74999571,52.41667253,-0.823789375,-0.717126458
-83.91666166,47.25000559,-0.665276529,-0.063434927
-60.74999378,-12.74999754,0.889659011,0.904814935
-54.24999344,-19.7499979,0.934948395,0.57796917
-76.58332794,-10.74999743,-0.559601298,-0.231772783
-60.58332711,-38.24999887,0.248059395,-0.348503414
-75.08332786,6.750003481,0.821724934,2.46040418
-78.41666137,73.41667362,-2.114536837,-0.994822484
-67.74999415,-7.249997249,1.116105934,1.820228827
-74.41666116,-6.583330548,1.191588242,1.413514736
-104.4166627,43.08333871,-0.227479144,-0.817883423
-58.24999365,-21.91666468,1.063268318,0.225319791
-53.58332674,46.58333889,-0.446377836,0.530048174
-76.08332791,4.583336702,0.867014318,0.394886391
-61.41666048,7.750003533,1.048171857,0.52144697
-70.41666095,-4.749997119,1.123654165,1.889038462
-79.24999475,-0.416663559,0.934948395,2.081951188
-118.4166635,45.08333881,-0.476570759,-0.489808914
-77.41666132,-3.916663742,1.168943549,1.745275475
-61.08332713,-17.7499978,1.040623626,-0.053604979
-42.74999284,-14.08333094,0.927400165,-0.316556083
-70.7499943,-25.58333154,0.58772978,-1.238113693
-107.4166629,67.75000666,-1.827704068,-1.082063271
-119.5833302,55.75000604,-0.755855298,-0.681492897
-115.9166633,61.25000632,-1.125718606,-0.870719392
-104.0833294,36.91667172,-0.204834451,-0.688865358
-62.24999386,-12.24999751,0.965141318,0.806515457
-45.749993,-12.91666421,1.002882472,0.533734404
-135.9166644,65.41667321,-1.26913499,-0.859660701
-83.41666163,47.41667227,-0.695469452,-0.162963148
-106.9166629,49.08333902,-0.521860144,-0.87686311
-64.08332729,-3.24999704,1.206684703,1.682609558
-39.91665936,-9.749997379,0.972689549,-0.73924384
-98.41666241,38.75000515,0.112191241,-0.429600483
-81.08332817,74.75000703,-2.197567376,-0.98622128
-73.58332778,-10.74999743,1.138750626,0.774568126
-133.0833309,59.08333954,-0.831337606,-0.475063992
-113.7499965,40.91667193,-0.106707451,-1.016939866
-108.0833296,31.91667146,0.308445241,-0.921097875
-55.9166602,-23.41666476,0.88211078,0.568139222
-62.08332718,-30.24999845,0.602826241,-0.159276918
-67.58332747,44.91667214,-0.363347298,0.200744922
-65.08332734,-22.08333136,-0.197286221,-0.868261906
-61.91666051,-4.416663768,1.191588242,1.820228827
-71.58332768,-5.749997171,1.123654165,1.747732962
-99.74999581,53.75000593,-0.838885836,-0.67903541
-89.08332859,78.58334056,-2.34098376,-1.109095627
-110.7499964,55.91667271,-0.801144683,-0.70729651
-120.7499969,39.7500052,-0.302961451,0.140536491
-72.41666106,-12.74999754,0.557536857,0.378912726
-89.41666194,32.75000484,0.466958087,0.501787074
-87.91666186,13.08333714,1.244425857,0.886383783
-90.91666202,51.08333913,-0.853982298,-0.366934566
-42.91665952,-20.08333125,0.738694395,0.281841991
-98.58332909,29.08333798,0.761339088,-0.416084305
-62.91666056,-23.74999811,0.919851934,-0.40011064
-45.58332632,-10.58333076,0.942496626,0.134392774
-118.2499968,34.08333824,0.549988626,-0.769962427
-102.5833293,29.08333798,0.451861626,-0.729413892
-91.24999537,42.41667201,-0.212382682,-0.189995505
-126.0833305,57.75000614,-1.020043375,-0.691322844
-39.41665933,-3.749997066,1.153847088,-0.207197914
-81.5833282,31.08333808,0.670760318,0.328534243
-108.4166629,40.08333855,-0.378443759,-0.826484627
-60.74999378,-19.58333123,1.063268318,-0.518070014
-142.249998,63.4166731,-1.329520837,-0.991136253
-89.08332859,51.41667248,-0.906819913,-0.382908231
-143.4166648,62.7500064,-1.238942067,-0.844915779
-114.4166632,48.08333897,-0.48411899,-0.518070014
-42.74999284,-19.7499979,0.806628472,0.287985709
-114.2499966,43.75000541,-0.77849999,-0.681492897
-64.74999399,-38.58333222,0.29334878,-0.830170858
-77.91666134,39.7500052,-0.001032221,-0.03640257
-85.41666173,45.58333884,-0.333154375,-0.304268648
-90.74999535,41.25000528,-0.068966298,-0.155590688
-74.41666116,10.25000366,1.282167011,0.469839743
-59.58332705,-24.74999816,0.897207241,-0.112584666
-133.5833309,67.41667331,-1.435196067,-0.90881044
-73.08332776,61.91667302,-1.510678375,-0.761361223
-67.41666079,-10.58333076,1.161395319,0.992055722
-66.74999409,-14.08333094,1.146298857,0.734019592
-69.08332755,3.250003299,1.191588242,2.521841354
-107.0833295,70.58334014,-1.993765145,-1.13121301
-102.0833293,18.25000408,1.146298857,-0.235459014
-91.91666207,74.9166737,-2.069247452,-1.105409397
-100.5833292,73.41667362,-2.091892145,-1.149644162
-115.0833299,67.41667331,-1.714480606,-0.938300284
-86.41666179,37.91667177,0.157480626,0.213032356
-68.91666087,-37.24999881,0.20277001,-1.073462067
-44.91665962,-20.08333125,0.799080241,0.356795343
-41.08332609,-2.91666369,1.282167011,0.118419108
-120.5833302,49.58333905,-0.536956605,-0.757674992
-92.58332877,68.08334001,-1.963572222,-1.045200967
-69.74999425,-43.08333245,-0.250123836,-1.062403375
-115.58333,56.41667274,-0.808692913,-0.704839023
-102.0833293,40.08333855,-0.031225144,-0.708525253
-113.5833299,31.41667143,0.776435549,-1.169304058
-109.916663,62.41667305,-1.35971376,-0.911267927
-40.91665941,-7.416663924,1.131202395,-0.486122683
-43.08332619,-11.58333081,1.108557703,-0.244060218
-147.7499983,62.58333973,-1.246490298,-0.804367245
-70.7499943,-47.58333269,-0.235027375,-1.068547093
-70.58332763,-2.749997014,1.138750626,2.418626902
-61.08332713,-19.41666455,1.048171857,-0.562304779
-95.58332893,37.58333842,0.217866472,-0.0400888
-69.08332755,48.25000565,-0.597342452,-0.095382257
-63.08332724,-10.74999743,1.040623626,1.412285992
-90.24999532,41.41667196,-0.084062759,-0.137159535
-70.0833276,-48.08333271,-0.197286221,-1.052573427
-62.74999388,-35.74999874,0.39902401,-0.393966922
-137.0833311,59.58333957,-0.921916375,0.027492091
-90.24999532,31.25000476,0.580181549,0.657837496
-107.7499962,43.25000538,-0.318057913,-0.978848819
-99.24999579,21.58333759,0.867014318,0.700843518
-84.74999503,36.75000505,0.149932395,0.354337856
-112.0833298,54.25000596,-0.703017682,-0.703610279
-61.08332713,-15.08333099,1.017978934,0.344507909
-109.916663,68.58334004,-1.827704068,-1.120154319
-58.41666033,-20.58333128,1.116105934,-0.103983461
-64.41666064,-35.58333206,0.39902401,-0.486122683
-53.41666006,-32.91666525,0.49715101,0.213032356
-99.08332911,75.5833404,-2.190019145,-1.128755523
-72.58332773,56.75000609,-1.291779683,-0.525442475
-70.24999428,10.41667034,0.867014318,-0.176479327
-70.41666095,-43.08333245,-0.106707451,-0.975162588
-85.58332841,54.75000598,-1.095525683,-0.604082057
-74.74999451,9.583336962,1.289715242,0.010289682
-99.24999579,31.41667143,0.565085087,-0.450489123
-66.74999409,-17.0833311,0.315993472,-0.110127179
-57.58332695,-18.58333117,1.123654165,0.109817904
-105.0833294,51.08333913,-0.619987144,-0.796994784
-68.91666087,-19.24999787,-0.529408375,-1.019397353
-96.91666233,50.5833391,-0.703017682,-0.611454518
-94.74999555,70.25000679,-2.084343914,-1.073462067
-106.2499962,38.75000515,-0.823789375,-0.599167084
-56.24999355,-7.416663924,1.131202395,1.579395105
-52.24999334,1.916669896,1.108557703,1.857091132
-62.41666053,10.25000366,1.199136472,0.593942835
-64.91666066,-14.58333096,1.131202395,0.966252109
-55.08332682,-16.24999772,0.972689549,0.673811161
-73.74999446,43.08333871,-0.212382682,-0.020428905
-70.7499943,10.58333701,1.07836478,0.179856282
-44.74999295,-13.58333091,0.957593088,-0.070807387
-89.41666194,30.25000471,0.655663857,0.650465035
-137.5833311,58.58333952,-0.499215452,1.689982018
-97.74999571,24.58333774,0.972689549,-0.382908231
-132.7499975,61.08333965,-1.155911529,-0.879320597
-94.74999555,31.58333811,0.580181549,0.1577389
-68.7499942,44.25000544,-0.265220298,0.2142611
-78.74999472,9.083336936,1.138750626,1.798111445
-153.4166653,60.41667295,-0.982302221,-0.467691531
-54.08332677,-12.08333083,1.063268318,1.327502692
-102.5833293,78.25000721,-2.318339068,-1.139814214
-66.24999407,-27.58333164,0.512247472,-0.874405623
-79.24999475,76.75000713,-2.129633299,-1.086978245
-106.5833295,71.75000687,-2.039054529,-1.149644162
-100.9166625,27.25000455,0.867014318,-0.755217505
-49.24999318,-6.749997223,1.138750626,0.785626818
-88.74999524,36.25000502,0.270704087,0.398572622
-120.7499969,53.08333923,-0.77849999,-0.09292477
-79.08332807,38.91667183,-0.031225144,-0.094153514
-122.9166637,53.91667261,-0.559601298,-0.521756244
-44.24999292,-9.416664029,1.108557703,-0.095382257
-89.74999529,33.08333819,0.459409857,0.505473304
-73.41666111,0.250003142,1.168943549,2.126185954
-109.2499963,78.58334056,-2.325887299,-1.18404898
-53.24999339,-15.58333102,0.912303703,0.762280692
-110.416663,49.9166724,-0.499215452,-0.85228824
-122.5833303,41.25000528,-0.363347298,-0.142074509
-114.4166632,60.58333962,-1.095525683,-0.847373266
-112.0833298,33.91667156,0.648115626,-0.799452271
-115.7499966,50.75000578,-0.861530529,-0.479978966
-73.91666113,44.58333879,-0.446377836,-0.081866079
-62.91666056,57.58333947,-1.26158676,-0.407483101
-127.2499972,60.0833396,-1.118170375,-0.676577923
-88.58332857,72.2500069,-1.963572222,-1.083292014
-60.58332711,-33.41666528,0.444313395,-0.119957127
-59.41666038,-25.58333154,0.859466088,-0.017971418
-58.74999368,3.250003299,1.229329395,0.687327339
-115.7499966,44.91667214,-0.552053067,-0.471377762
-106.7499962,44.91667214,-0.302961451,-0.801909758
-83.5833283,54.58333931,-1.095525683,-0.613912005
-77.08332797,-5.583330495,0.844369626,0.788084305
-78.08332802,47.41667227,-0.68037299,-0.097839744
-65.74999404,-27.91666499,0.48960278,-0.632343157
-73.74999446,9.750003638,1.304811703,0.445264874
-77.08332797,51.9166725,-0.982302221,-0.322699801
-69.91666093,55.25000601,-1.238942067,-0.363248336
-42.24999282,-16.74999774,0.851917857,-0.17402184
-85.41666173,80.91667402,-2.514593068,-1.111553114
-63.74999394,-1.916663637,1.191588242,2.085637419
-83.5833283,52.5833392,-0.952109298,-0.504553836
-59.58332705,0.750003168,1.206684703,1.130903735
-114.7499966,37.41667175,-0.061418067,-0.870719392
-97.24999568,33.75000489,0.48960278,-0.139617022
-123.0833304,64.58333983,-1.299327914,-0.894065519
-69.08332755,-55.24999975,-0.514311913,-0.102754718
-58.24999365,-19.41666455,1.116105934,-0.019200161
-50.91665993,-13.91666426,1.17649178,0.661523726
-63.08332724,-17.7499978,1.017978934,0.099987956
-61.08332713,-2.583330339,1.229329395,1.805483905
-66.41666074,-1.249996936,1.146298857,2.251517788
-67.08332744,-47.24999934,-0.023676913,-1.012024893
-101.0833292,38.91667183,0.059353626,-0.681492897
-52.24999334,-30.91666515,0.595278011,0.473525974
-92.24999542,18.41667076,1.17649178,0.676268648
-74.91666119,39.41667185,0.10464301,0.090158008
-141.249998,64.41667316,-1.329520837,-0.959188923
-53.58332674,-15.74999769,0.874562549,0.867952631
-44.91665962,-2.083330313,1.214232934,0.940448496
-95.24999558,46.58333889,-0.506763682,-0.438201688
-92.91666212,65.41667321,-1.925831068,-0.96533264
-126.7499972,57.08333944,-1.020043375,-0.683950384
-102.0833293,38.91667183,-0.016128682,-0.747845045
-55.24999349,-18.91666452,1.138750626,0.469839743
-72.74999441,-7.5833306,1.093461242,1.407371018
-102.9166626,42.25000533,-0.182189759,-0.729413892
-105.5833295,44.41667211,-0.310509682,-0.782249862
-91.0833287,47.08333892,-0.476570759,-0.342359696
-68.7499942,-34.58333201,0.097094779,-0.855974471
-111.9166631,40.91667193,-0.068966298,-0.644630592
-68.24999417,-37.08333214,0.210318241,-1.029227301
-83.41666163,48.08333897,-0.733210606,-0.279693779
-110.2499964,29.58333801,0.753790857,-0.653231797
-77.41666132,59.25000622,-1.352165529,-0.804367245
-90.91666202,53.08333923,-0.982302221,-0.478750223
-45.24999297,-5.41666382,1.168943549,0.21794733
-112.2499965,60.41667295,-1.07288099,-0.854745727
-37.24999255,-9.916664055,1.093461242,-0.524213731
-66.41666074,62.58333973,-1.389906683,-0.830170858
-63.08332724,-24.41666481,0.904755472,-0.424685509
-97.58332903,21.25000424,1.017978934,0.41577503
-105.5833295,23.58333769,0.451861626,0.149137695
-78.74999472,-8.749997327,0.572633318,-1.260231075
-48.58332648,-19.24999787,0.88211078,0.475983461
-95.0833289,47.41667227,-0.567149529,-0.479978966
-67.41666079,-31.74999853,0.572633318,-0.959188923
-59.9166604,-35.24999871,0.39902401,-0.06097744
-90.08332864,51.41667248,-0.891723452,-0.358333362
-51.91665999,-18.08333115,0.912303703,0.689784826
-83.91666166,52.41667253,-0.944561067,-0.478750223
-62.08332718,10.08333699,1.184040011,0.579197913
-98.74999576,18.75000411,0.806628472,-0.113813409
-73.74999446,-1.249996936,1.168943549,2.163048258
-58.583327,-25.41666486,0.874562549,0.114732878
-112.5833298,30.75000473,0.776435549,-1.07469081
-74.58332784,61.08333965,-1.488033683,-0.741701327
-111.5833298,26.08333782,0.738694395,-0.93707154
-134.9166643,56.41667274,-0.438829605,3.485176242
-77.91666134,-8.583330652,0.044257164,-0.744158814
-70.24999428,49.9166724,-0.869078759,-0.057291209
-72.24999438,53.41667258,-1.125718606,-0.295667444
-56.5833269,51.08333913,-0.710565913,0.128249056
-88.24999521,45.75000552,-0.48411899,-0.310412366
-50.74999326,0.583336493,1.214232934,1.361907509
-66.24999407,57.25000611,-1.26158676,-0.575820957
-75.91666124,0.250003142,1.093461242,2.747930154
-43.58332622,-13.91666426,1.048171857,-0.360790849
-134.9166643,63.91667313,-1.306876144,-0.878091853
-91.91666207,44.58333879,-0.295413221,-0.266177601
-106.2499962,56.41667274,-0.952109298,-0.672891692
-57.9166603,-23.74999811,0.965141318,0.155281413
-155.4166654,60.58333962,-0.891723452,-0.558618549
-51.24999329,2.916669948,1.146298857,2.900294346
-92.91666212,34.25000492,0.421668703,0.423147491
-157.9166655,64.0833398,-1.201200913,-0.796994784
-97.74999571,57.08333944,-1.17100799,-0.649545566
-71.58332768,-0.916663585,1.168943549,2.355960984
-108.0833296,42.08333866,-0.408636682,-0.996051227
-60.08332708,-1.749996962,1.214232934,2.179021923
-155.9166654,60.25000627,-0.884175221,-0.543873627
-93.7499955,32.58333816,0.557536857,0.210574869
-62.08332718,-9.916664055,1.063268318,0.790541792
-95.41666226,69.41667342,-2.001313375,-1.096808193
-94.08332885,34.91667162,0.368831087,0.032407065
-108.5833296,61.58333967,-1.344617298,-0.871948136
-75.91666124,2.750003273,0.187673549,0.909729909
-50.58332658,0.750003168,1.214232934,1.53147411
-98.58332909,50.75000578,-0.703017682,-0.697466562
-84.24999501,11.58333707,1.085913011,2.588193502
-107.7499962,60.0833396,-1.223845606,-0.814197192
-63.08332724,-19.0833312,1.010430703,-0.499638862
-55.74999352,46.91667224,-0.423733144,0.410860056
-51.74999331,3.750003325,1.123654165,2.766361306
-58.24999365,-25.41666486,0.88211078,0.195829948
-151.7499985,70.08334012,-1.75222176,-1.091893219
-106.4166628,67.08333996,-1.842800529,-1.052573427
-69.08332755,64.0833398,-1.601257144,-0.76750494
-164.0833325,60.91667297,-0.891723452,-0.526671218
-104.9166628,70.91667349,-2.001313375,-1.138585471
-110.2499964,48.75000567,-0.408636682,-0.928470336
-57.41666027,-25.91666489,0.867014318,0.514074509
-76.74999462,20.91667089,1.116105934,0.090158008
-116.4166634,47.41667227,-0.431281375,-0.139617022
-94.24999553,17.58333738,1.123654165,2.105297314
-112.4166631,44.91667214,-0.619987144,-0.811739705
-67.24999412,-37.74999884,0.29334878,-0.934614053
-93.24999548,66.91667329,-1.971120452,-1.016939866
-108.5833296,33.91667156,-0.235027375,-0.769962427
-73.74999446,-45.91666593,-0.18973799,1.635917305
-57.2499936,54.25000596,-0.861530529,-0.112584666
-45.0833263,-3.416663716,1.251974088,0.937991009
-67.41666079,-31.9166652,0.572633318,-0.953045206
-106.2499962,60.58333962,-1.329520837,-0.817883423
-65.91666072,-41.91666572,0.134835933,-1.024312327
-60.91666046,0.250003142,1.244425857,1.015401848
-111.2499964,44.41667211,-0.672824759,-0.459090327
-50.58332658,-5.916663846,1.055720088,1.085440227
-110.7499964,61.416673,-1.238942067,-0.874405623
-87.91666186,32.75000484,0.48960278,0.4403499
-54.58332679,-29.08333172,0.617922703,0.988369492
-127.2499972,54.08333928,-0.635083606,-0.305497392
-72.74999441,6.250003455,0.059353626,0.471068487
-59.08332703,-6.583330548,1.191588242,1.540075314
-77.91666134,-3.416663716,1.063268318,1.699811966
-48.58332648,-22.08333136,0.776435549,0.281841991
-129.2499974,54.58333931,-0.619987144,0.5816554
-91.41666205,35.75000499,0.338638164,0.237607226
-40.24999271,-15.58333102,0.942496626,-0.284608753
-56.24999355,-26.74999827,0.821724934,0.746307026
-70.7499943,-3.583330391,1.131202395,2.274863915
-68.91666087,9.083336936,1.259522319,0.839691531
-98.41666241,44.91667214,-0.325606144,-0.660604257
-97.74999571,45.41667216,-0.370895528,-0.637258131
-96.58332898,35.41667164,0.39147578,-0.073264874
-68.91666087,-3.916663742,1.116105934,1.905012127
-57.41666027,-30.24999845,0.670760318,0.362939061
-88.08332854,38.58333847,0.134835933,0.0729556
-80.9166615,-6.416663872,0.836821395,-1.243028667
-51.41665996,-20.91666463,0.912303703,0.187228743
-77.08332797,-8.749997327,-0.219930913,-0.150675714
-67.91666082,-43.91666583,0.066901856,-1.045200967
-97.24999568,48.91667235,-0.58224599,-0.655689284
-123.0833304,58.08333949,-0.96720576,-0.674120436
-88.74999524,36.08333834,0.278252318,0.394886391
-50.74999326,-12.58333086,1.221781165,0.743849539
-142.0833314,68.58334004,-1.835252298,-1.067318349
-57.08332692,1.083336519,1.191588242,1.366822483
-82.58332825,45.58333884,-0.401088452,-0.272321318
-66.24999407,-13.58333091,1.146298857,0.654151265
-76.41666126,60.41667295,-1.397454914,-0.804367245
-67.74999415,56.75000609,-1.231393837,-0.526671218
-62.08332718,-35.08333203,0.368831087,-0.245288961
-102.4166626,18.08333741,1.168943549,0.042237013
-151.2499985,60.58333962,-0.733210606,-0.639715618
-75.58332789,-11.08333078,-0.114255682,-0.241602731
-104.0833294,22.08333761,0.633019164,-0.312869853
-56.74999357,-3.749997066,1.214232934,1.61994364
-110.9166631,38.4166718,0.044257164,-1.068547093
-96.91666233,53.41667258,-0.884175221,-0.688865358
-79.24999475,70.91667349,-1.910734606,-1.031684788
-101.2499959,34.41667159,0.255607626,-0.605310801
-63.58332726,0.250003142,1.214232934,1.793196471
-68.7499942,54.41667263,-1.193652683,-0.273550062
-109.5833297,57.75000614,-0.997398683,-0.730642636
-100.7499959,26.08333782,0.693405011,-0.919869132
-63.24999391,5.416670078,1.116105934,3.455686398
-51.08332661,-25.24999819,0.534892164,0.667667444
-58.41666033,-14.41666429,0.904755472,0.641863831
-116.08333,59.58333957,-1.042688067,-0.788393579
-122.0833303,37.7500051,0.270704087,-0.57336347
-93.58332883,32.25000481,0.549988626,0.262182095
-157.0833321,67.41667331,-1.55596776,-0.934614053
-122.4166637,57.58333947,-0.914368144,-0.658146771
-76.58332794,0.583336493,1.063268318,3.209937702
-100.4166625,44.75000546,-0.235027375,-0.722041431
-84.58332836,74.58334035,-2.023958068,-1.069775836
-66.08332739,-7.249997249,1.153847088,1.624858614
-68.58332752,-7.249997249,1.108557703,1.800568932
-109.416663,37.91667177,-0.318057913,-0.729413892
-97.24999568,33.41667154,0.504699241,-0.119957127
